X241018001-001-TM043-F-02-18,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,X241018001-001-TM043-F-02-14
,,,,,X241018001-001-TM043-F-02-16
,,,,,X241018001-001-TM043-F-02-26
,,,,,X241018001-001-TM043-F-02-19
,,,,,X241018001-001-TM043-F-02-21
,,,,,X241018001-001-TM043-F-02-11
,,,,,X241018001-001-TM043-F-02-15
,NA,,,,
,NA,,,,
,NA,,,,
,NA,,,,
,NA,,,,
,NA,,,,
