X250708005-002-TM068-H-02-13,,,,,,
X250708005-002-TM068-I-03-09,,,,,,
X250708005-002-TM068-E-03-17,,,,,,
X250708005-002-TM068-F-01-19,,,,,,
X250708005-002-TM068-E-02-01,,,,,,
X250708005-002-TM068-H-03-15,,,,,,
X250708005-002-TM068-K-02-11,,,,,,
X250708005-002-TM068-H-02-05,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,NA,,,,,1
,,,,,,2
,,,,,,3
,,,,,,4
,,,,,,5
,,,,,,6
,,,,,,7
,,,,,,8
