X250515002-TM070-I-01-10,,,,,
X250515002-TM070-G-04-19,,,,,
X250515002-TM070-I-01-23,,,,,
X250515002-TM070-G-01-14,,,,,
X250515002-TM070-L-04-23,,,,,
NA,,,,,
NA,,,,,
NA,,,,,
,,,,,
,,,,,
,,,,,
,,,,,1
,,,,,2
,,,,,3
,,,,,4
,,,,,5
,,,,,6
,,,,,7
,,,,,8
,,,,,
,,,,,
,,,,,
,,,,,
,,NA,,,
