Id,LNX,LNY,LNZ,Ch0,Ch1,Ch2,Ch3,Ch0_mA,Ch1_mA,Ch2_mA,Ch3_mA,
2_0,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00861438782608696,0.002610049,0.002561263,0.002561263,
2_1,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.0087055667826087,0.002610049,0.002561263,0.002561263,
2_2,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00880079817391304,0.002610049,0.002561263,0.002561263,
2_3,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00890008195652174,0.002610049,0.002561263,0.002561263,
2_4,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00900747052173913,0.002610049,0.002561263,0.002561263,
2_5,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00911688530434783,0.002610049,0.002561263,0.002561263,
2_6,11.0022,15.9729,10.1658,807.908,261.167,256.285,256.285,0.00923440486956522,0.002610049,0.002561263,0.002561263,
2_7,11.0022,15.9729,10.1658,803.027,261.167,256.285,256.285,0.00935597686956522,0.002610049,0.002561263,0.002561263,
2_8,11.0022,15.9729,10.1659,807.908,261.167,256.285,256.285,0.00948362743478261,0.002610049,0.002561263,0.002561263,
2_9,11.0022,15.9729,10.1659,803.027,261.167,256.285,256.285,0.00961533043478261,0.002610049,0.002561263,0.002561263,
2_10,11.0022,15.9729,10.166,803.027,261.167,256.285,256.285,0.009753112,0.002610049,0.002561263,0.002561263,
2_11,11.0022,15.9729,10.166,807.908,261.167,256.285,256.285,0.00989494595652174,0.002610049,0.002561263,0.002561263,
2_12,11.0022,15.9729,10.1661,803.027,261.167,251.404,256.285,0.0100408323478261,0.002610049,0.002512477,0.002561263,
2_13,11.0022,15.9729,10.1661,807.908,261.167,256.285,256.285,0.0101948235217391,0.002610049,0.002561263,0.002561263,
2_14,11.0022,15.9729,10.1662,807.908,261.167,256.285,256.285,0.0103508409130435,0.002610049,0.002561263,0.002561263,
2_15,11.0022,15.9729,10.1662,803.027,261.167,251.404,256.285,0.0105129368695652,0.002610049,0.002512477,0.002561263,
2_16,11.0022,15.9729,10.1663,807.908,261.167,256.285,256.285,0.0106770590434783,0.002610049,0.002561263,0.002561263,
2_17,11.0022,15.9729,10.1663,807.908,261.167,256.285,256.285,0.010847259826087,0.002610049,0.002561263,0.002561263,
2_18,11.0022,15.9729,10.1664,807.908,261.167,256.285,256.285,0.0110194867826087,0.002610049,0.002561263,0.002561263,
