Id,LNX,LNY,LNZ,Ch0,Ch1,Ch2,Ch3,Ch0_mA,Ch1_mA,Ch2_mA,Ch3_mA,
2_0,11.0059,16.0064,10.1713,1852.575,261.167,256.285,256.285,0.0178437272608696,0.002610049,0.002561263,0.002561263,
2_1,11.0059,16.0064,10.1713,1857.457,261.167,256.285,256.285,0.0178518320869565,0.002610049,0.002561263,0.002561263,
2_2,11.0059,16.0064,10.1713,1857.457,261.167,256.285,256.285,0.0178619630869565,0.002610049,0.002561263,0.002561263,
2_3,11.0059,16.0064,10.1713,1857.457,261.167,256.285,256.285,0.0178700679130435,0.002610049,0.002561263,0.002561263,
2_4,11.0059,16.0064,10.1713,1862.339,261.167,256.285,256.285,0.0178761465217391,0.002610049,0.002561263,0.002561263,
2_5,11.0059,16.0064,10.1713,1862.339,261.167,256.285,256.285,0.0178822251304348,0.002610049,0.002561263,0.002561263,
2_6,11.0059,16.0064,10.1713,1862.339,261.167,256.285,256.285,0.0178883037391304,0.002610049,0.002561263,0.002561263,
2_7,11.0059,16.0064,10.1713,1862.339,261.167,256.285,256.285,0.0178943823478261,0.002610049,0.002561263,0.002561263,
2_8,11.0059,16.0065,10.1713,1867.22,261.167,256.285,256.285,0.0178984347826087,0.002610049,0.002561263,0.002561263,
2_9,11.0059,16.0065,10.1713,1867.22,261.167,256.285,256.285,0.017900461,0.002610049,0.002561263,0.002561263,
2_10,11.0059,16.0066,10.1713,1867.22,261.167,256.285,256.285,0.0179024872173913,0.002610049,0.002561263,0.002561263,
2_11,11.0059,16.0066,10.1713,1872.102,261.167,256.285,256.285,0.0179024872173913,0.002610049,0.002561263,0.002561263,
2_12,11.0059,16.0067,10.1713,1872.102,261.167,256.285,256.285,0.0176950549003623,0.002610049,0.002561263,0.002561263,
2_13,11.0059,16.0067,10.1713,1872.102,261.167,256.285,256.285,0.0176901257625418,0.002610049,0.002561263,0.002561263,
2_14,11.0059,16.0068,10.1713,1872.102,261.167,256.285,256.285,0.0176859007872671,0.002610049,0.002561263,0.002561263,
2_15,11.0059,16.0068,10.1713,1872.102,261.167,256.285,256.285,0.017680685742029,0.002610049,0.002561263,0.002561263,
2_16,11.0059,16.0069,10.1713,1876.983,261.167,256.285,256.285,0.0176740963600543,0.002610049,0.002561263,0.002561263,
2_17,11.0059,16.0069,10.1713,1876.983,261.167,256.285,256.285,0.0176680438209719,0.002610049,0.002561263,0.002561263,
2_18,11.0059,16.007,10.1713,1872.102,261.167,256.285,256.285,0.0176631703405797,0.002610049,0.002561263,0.002561263,
2_19,11.0059,16.007,10.1713,1876.983,261.167,256.285,256.285,0.0176567836407323,0.002610049,0.002561263,0.002561263,
2_20,11.0059,16.0071,10.1713,1876.983,261.167,256.285,256.285,0.0176508329891304,0.002610049,0.002561263,0.002561263,
2_21,11.0059,16.0071,10.1713,1876.983,261.167,256.285,256.285,0.0176442430062112,0.002610049,0.002561263,0.002561263,
2_22,11.0059,16.0072,10.1713,1876.983,261.167,256.285,256.285,0.0176379297628458,0.002610049,0.002561263,0.002561263,
2_23,11.0059,16.0072,10.1713,1872.102,261.167,256.285,256.285,0.0176309762173913,0.002610049,0.002561263,0.002561263,
2_24,11.0059,16.0073,10.1713,1876.983,261.167,256.285,256.285,0.0176198321304348,0.002610049,0.002561263,0.002561263,
2_25,11.0059,16.0073,10.1713,1881.865,261.167,261.167,256.285,0.0176086880217391,0.002610049,0.002610049,0.002561263,
2_26,11.0059,16.0074,10.1713,1876.983,261.167,256.285,256.285,0.0175975439130435,0.002610049,0.002561263,0.002561263,
2_27,11.0059,16.0075,10.1713,1876.983,261.167,256.285,256.285,0.0175853866956522,0.002610049,0.002561263,0.002561263,
2_28,11.0059,16.0075,10.1713,1876.983,261.167,256.285,256.285,0.0175732294782609,0.002610049,0.002561263,0.002561263,
