Id,LNX,LNY,LNZ,Ch0,Ch1,Ch2,Ch3,Ch0_mA,Ch1_mA,Ch2_mA,Ch3_mA,
2_0,10.9922,15.9558,10.1756,3453.747,261.167,256.285,256.285,0.0684429977826087,0.002610049,0.002561263,0.002561263,
2_1,10.9922,15.9558,10.1756,3463.51,261.167,256.285,256.285,0.0686213033478261,0.002610049,0.002561263,0.002561263,
2_2,10.9922,15.9558,10.1756,3473.274,261.167,256.285,256.285,0.0688198709130435,0.002610049,0.002561263,0.002561263,
2_3,10.9922,15.9558,10.1756,3483.037,261.167,256.285,256.285,0.0690265432608696,0.002610049,0.002561263,0.002561263,
2_4,10.9922,15.9558,10.1756,3487.919,261.167,256.285,256.285,0.0692494252173913,0.002610049,0.002561263,0.002561263,
2_5,10.9922,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0694844643913043,0.002610049,0.002561263,0.002561263,
2_6,10.9922,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0697276083478261,0.002610049,0.002561263,0.002561263,
2_7,10.9922,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0699829095217391,0.002610049,0.002561263,0.002561263,
2_8,10.9923,15.9558,10.1756,3487.919,261.167,256.285,256.285,0.0702503679130435,0.002610049,0.002561263,0.002561263,
2_9,10.9923,15.9558,10.1756,3487.919,261.167,256.285,256.285,0.0705299834347826,0.002610049,0.002561263,0.002561263,
2_10,10.9924,15.9558,10.1756,3487.919,266.048,256.285,256.285,0.0708177037826087,0.002658835,0.002561263,0.002561263,
2_11,10.9924,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0711216337391304,0.002610049,0.002561263,0.002561263,
2_12,10.9925,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0714336684782609,0.002610049,0.002561263,0.002561263,
2_13,10.9925,15.9558,10.1756,3497.682,261.167,256.285,256.285,0.0717457032173913,0.002610049,0.002561263,0.002561263,
2_14,10.9926,15.9558,10.1756,3502.563,261.167,256.285,256.285,0.0720617903478261,0.002610049,0.002561263,0.002561263,
2_15,10.9926,15.9558,10.1756,3497.682,261.167,256.285,256.285,0.0723778774782609,0.002610049,0.002561263,0.002561263,
2_16,10.9927,15.9558,10.1756,3497.682,261.167,256.285,256.285,0.0726939646521739,0.002610049,0.002561263,0.002561263,
2_17,10.9927,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.073014104173913,0.002610049,0.002561263,0.002561263,
2_18,10.9928,15.9558,10.1756,3492.8,261.167,256.285,256.285,0.0733342436956522,0.002610049,0.002561263,0.002561263,
2_19,10.9928,15.9558,10.1756,3483.037,261.167,256.285,256.285,0.0736543832608696,0.002610049,0.002561263,0.002561263,
2_20,10.9929,15.9558,10.1756,3483.037,261.167,256.285,256.285,0.0739704703913043,0.002610049,0.002561263,0.002561263,
2_21,10.9929,15.9558,10.1756,3483.037,261.167,256.285,256.285,0.0742946623478261,0.002610049,0.002561263,0.002561263,
2_22,10.993,15.9558,10.1756,3483.037,261.167,256.285,256.285,0.0746229066521739,0.002610049,0.002561263,0.002561263,
2_23,10.993,15.9558,10.1756,3487.919,261.167,256.285,256.285,0.074951151,0.002610049,0.002561263,0.002561263,
2_24,10.9931,15.9558,10.1756,3497.682,256.285,256.285,256.285,0.0752793953478261,0.002561263,0.002561263,0.002561263,
2_25,10.9931,15.9558,10.1756,3502.563,261.167,256.285,256.285,0.0756116920869565,0.002610049,0.002561263,0.002561263,
2_26,10.9932,15.9558,10.1756,3507.445,261.167,256.285,256.285,0.0759520936521739,0.002610049,0.002561263,0.002561263,
2_27,10.9933,15.9558,10.1756,3512.327,261.167,256.285,256.285,0.0762965475652174,0.002610049,0.002561263,0.002561263,
2_28,10.9933,15.9558,10.1756,3517.208,261.167,256.285,256.285,0.0766450538695652,0.002610049,0.002561263,0.002561263,
2_29,10.9934,15.9558,10.1756,3517.208,261.167,256.285,256.285,0.0769976126086956,0.002610049,0.002561263,0.002561263,
2_30,10.9934,15.9558,10.1756,3512.327,261.167,256.285,256.285,0.0773461189565217,0.002610049,0.002561263,0.002561263,
2_31,10.9935,15.9558,10.1756,3507.445,261.167,256.285,256.285,0.0776986776956522,0.002610049,0.002561263,0.002561263,
2_32,10.9935,15.9558,10.1756,3512.327,261.167,256.285,256.285,0.0780552888695652,0.002610049,0.002561263,0.002561263,
2_33,10.9936,15.9558,10.1756,3512.327,261.167,256.285,256.285,0.0784078476086956,0.002610049,0.002561263,0.002561263,
2_34,10.9936,15.9558,10.1756,3517.208,261.167,256.285,256.285,0.0787644587391304,0.002610049,0.002561263,0.002561263,
2_35,10.9937,15.9558,10.1756,3517.208,261.167,256.285,256.285,0.0791251223043478,0.002610049,0.002561263,0.002561263,
2_36,10.9937,15.9558,10.1756,3522.09,266.048,256.285,256.285,0.0794857858260869,0.002658835,0.002561263,0.002561263,
2_37,10.9938,15.9558,10.1756,3526.972,261.167,256.285,256.285,0.0798505017826087,0.002610049,0.002561263,0.002561263,
2_38,10.9938,15.9558,10.1756,3536.735,261.167,256.285,256.285,0.0802152177391304,0.002610049,0.002561263,0.002561263,
2_39,10.9939,15.9558,10.1756,3536.735,261.167,256.285,256.285,0.0805799336521739,0.002610049,0.002561263,0.002561263,
2_40,10.9939,15.9558,10.1756,3541.616,261.167,256.285,256.285,0.0809446496086956,0.002610049,0.002561263,0.002561263,
2_41,10.994,15.9558,10.1756,3551.38,256.285,261.167,256.285,0.0813134179565217,0.002561263,0.002610049,0.002561263,
2_42,10.994,15.9558,10.1756,3551.38,261.167,256.285,256.285,0.0816902910869565,0.002610049,0.002561263,0.002561263,
2_43,10.9941,15.9558,10.1756,3556.261,261.167,256.285,256.285,0.0813022739583333,0.002610049,0.002561263,0.002561263,
2_44,10.9941,15.9558,10.1756,3570.906,261.167,256.285,256.285,0.0816220238411371,0.002610049,0.002561263,0.002561263,
2_45,10.9942,15.9558,10.1756,3580.669,261.167,256.285,256.285,0.081936908613354,0.002610049,0.002561263,0.002561263,
2_46,10.9942,15.9558,10.1756,3600.196,261.167,256.285,256.285,0.082253034342029,0.002610049,0.002561263,0.002561263,
2_47,10.9943,15.9558,10.1756,3614.841,261.167,256.285,256.285,0.0825676355815217,0.002610049,0.002561263,0.002561263,
2_48,10.9944,15.9558,10.1756,3629.486,266.048,256.285,256.285,0.0828800278734015,0.002658835,0.002561263,0.002561263,
2_49,10.9944,15.9558,10.1756,3644.13,261.167,256.285,256.285,0.0831896788442029,0.002610049,0.002561263,0.002561263,
2_50,10.9945,15.9558,10.1756,3658.775,261.167,256.285,256.285,0.0834994741189931,0.002610049,0.002561263,0.002561263,
2_51,10.9945,15.9558,10.1756,3673.42,261.167,256.285,256.285,0.0838114182043478,0.002610049,0.002561263,0.002561263,
2_52,10.9946,15.9558,10.1756,3683.183,261.167,256.285,256.285,0.0841279057691511,0.002610049,0.002561263,0.002561263,
2_53,10.9946,15.9558,10.1756,3697.828,261.167,256.285,256.285,0.084448225125494,0.002610049,0.002561263,0.002561263,
2_54,10.9947,15.9558,10.1756,3712.473,261.167,256.285,256.285,0.0847660621521739,0.002610049,0.002561263,0.002561263,
2_55,10.9947,15.9558,10.1756,3727.118,261.167,256.285,256.285,0.0852057474565217,0.002610049,0.002561263,0.002561263,
2_56,10.9948,15.9558,10.1756,3751.526,261.167,256.285,256.285,0.0856474589782608,0.002610049,0.002561263,0.002561263,
2_57,10.9948,15.9558,10.1756,3766.171,261.167,256.285,256.285,0.0860830918913043,0.002610049,0.002561263,0.002561263,
2_58,10.9949,15.9558,10.1756,3785.697,261.167,256.285,256.285,0.0865187248043478,0.002610049,0.002561263,0.002561263,
2_59,10.9949,15.9558,10.1756,3805.224,261.167,261.167,256.285,0.0869563839130434,0.002610049,0.002610049,0.002561263,
2_60,10.995,15.9558,10.1756,3819.869,261.167,256.285,256.285,0.0873899906304348,0.002610049,0.002561263,0.002561263,
2_61,10.995,15.9558,10.1756,3844.277,256.285,256.285,256.285,0.0878276497391304,0.002561263,0.002561263,0.002561263,
2_62,10.9951,15.9558,10.1756,3858.922,261.167,256.285,256.285,0.0882693612608695,0.002610049,0.002561263,0.002561263,
2_63,10.9951,15.9558,10.1756,3878.448,261.167,256.285,256.285,0.0887110727608695,0.002610049,0.002561263,0.002561263,
2_64,10.9952,15.9558,10.1756,3897.975,261.167,256.285,256.285,0.0891487318695652,0.002610049,0.002561263,0.002561263,
2_65,10.9952,15.9558,10.1756,3917.501,261.167,256.285,256.285,0.0895843647826087,0.002610049,0.002561263,0.002561263,
2_66,10.9953,15.9558,10.1756,3932.146,261.167,256.285,256.285,0.0900199976956521,0.002610049,0.002561263,0.002561263,
2_67,10.9953,15.9558,10.1756,3946.791,261.167,256.285,256.285,0.0904515782173913,0.002610049,0.002561263,0.002561263,
2_68,10.9954,15.9558,10.1756,3961.436,261.167,256.285,256.285,0.0908872111521739,0.002610049,0.002561263,0.002561263,
2_69,10.9955,15.9558,10.1756,3980.962,261.167,256.285,256.285,0.091318791673913,0.002610049,0.002561263,0.002561263,
