Id,LNX,LNY,LNZ,Ch0,Ch1,Ch2,Ch3,Ch0_mA,Ch1_mA,Ch2_mA,Ch3_mA,
2_0,11.0024,16.0077,10.1618,685.868,261.167,256.285,256.285,0.00731356765217391,0.002610049,0.002561263,0.002561263,
2_1,11.0024,16.0077,10.1618,685.868,261.167,256.285,256.285,0.00735409165217391,0.002610049,0.002561263,0.002561263,
2_2,11.0024,16.0077,10.1618,685.868,266.048,256.285,256.285,0.00739461565217391,0.002658835,0.002561263,0.002561263,
2_3,11.0024,16.0077,10.1618,690.749,261.167,256.285,256.285,0.00743513965217391,0.002610049,0.002561263,0.002561263,
2_4,11.0024,16.0077,10.1618,690.749,261.167,256.285,256.285,0.00747566365217391,0.002610049,0.002561263,0.002561263,
2_5,11.0024,16.0077,10.1618,690.749,261.167,256.285,256.285,0.00751618765217391,0.002610049,0.002561263,0.002561263,
2_6,11.0024,16.0077,10.1618,690.749,261.167,256.285,256.285,0.00755468543478261,0.002610049,0.002561263,0.002561263,
2_7,11.0024,16.0077,10.1618,690.749,261.167,256.285,256.285,0.0075931832173913,0.002610049,0.002561263,0.002561263,
2_8,11.0024,16.0077,10.1619,690.749,261.167,256.285,256.285,0.007631681,0.002610049,0.002561263,0.002561263,
2_9,11.0024,16.0077,10.1619,690.749,261.167,256.285,256.285,0.007672205,0.002610049,0.002561263,0.002561263,
2_10,11.0024,16.0077,10.162,690.749,261.167,256.285,256.285,0.00770867660869565,0.002610049,0.002561263,0.002561263,
2_11,11.0024,16.0077,10.162,690.749,261.167,256.285,256.285,0.00774717439130435,0.002610049,0.002561263,0.002561263,
2_12,11.0024,16.0077,10.1621,690.749,261.167,256.285,256.285,0.00778567217391304,0.002610049,0.002561263,0.002561263,
2_13,11.0024,16.0077,10.1621,690.749,261.167,256.285,256.285,0.00782214373913044,0.002610049,0.002561263,0.002561263,
2_14,11.0024,16.0077,10.1622,690.749,261.167,256.285,256.285,0.00785861534782609,0.002610049,0.002561263,0.002561263,
2_15,11.0024,16.0077,10.1622,690.749,261.167,256.285,256.285,0.00789508695652174,0.002610049,0.002561263,0.002561263,
