[2025-7-31 7:52:4:704] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-7-31 7:52:4:705] P9078_AxisSetParameter[0-0] PN: 1205, PV: 0, rc: 0
[2025-7-31 7:52:4:706] P9078_AxisSetParameter[0-0] PN: 1200, PV: 0, rc: 0
[2025-7-31 7:52:4:707] P9078_TrajCombineAxes[0] 0x0, rc: 0
[2025-7-31 7:52:4:716] P9078_AxisSetParameter[1-0] PN: 1202, PV: 1, rc: 0
[2025-7-31 7:52:4:717] P9078_AxisSetParameter[1-0] PN: 1205, PV: 0, rc: 0
[2025-7-31 7:52:4:719] P9078_AxisSetParameter[1-0] PN: 1200, PV: 0, rc: 0
[2025-7-31 7:52:4:719] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-7-31 7:52:4:732] P9078_AxisSetParameter[0-0] PN: 1204, PV: 1, rc: 0
[2025-7-31 7:52:4:733] P9078_AxisSetRealParameter[0-0] PN: 1206, PV: 1000.000000, rc: 0
[2025-7-31 7:52:4:736] P9078_AxisSetRealParameter[0-0] PN: 1002, PV: 0.000000, rc: 0
[2025-7-31 7:52:4:737] P9078_AxisSetRealParameter[0-0] PN: 1003, PV: 0.000000, rc: 0
[2025-7-31 7:52:4:738] P9078_AxisSetBacklash[0-0], backlash: 0.000000, rc: 0
[2025-7-31 7:52:4:739] P9078_AxisSetMaxVelocity[0-0], vel: 50.000000, rc: 0
[2025-7-31 7:52:4:740] P9078_AxisSetMaxAcceleration[0-0], acc: 120.000000, rc: 0
[2025-7-31 7:52:4:741] P9078_AxisSetParameter[0-0] PN: 1001, PV: 500000, rc: 0
[2025-7-31 7:52:4:742] P9078_AxisSetMinPositionLimit[0-0], limit: -8000000000000000.000000, rc: 0
[2025-7-31 7:52:4:743] P9078_AxisSetMaxPositionLimit[0-0], limit: 8000000000000000.000000, rc: 0
[2025-7-31 7:52:4:756] P9078_AxisSetParameter[0-1] PN: 1204, PV: 1, rc: 0
[2025-7-31 7:52:4:757] P9078_AxisSetRealParameter[0-1] PN: 1206, PV: 1000.000000, rc: 0
