[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-11-26 23:43:53:19] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:43:53:19] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:43:53:20] P9078_TrajLinearMoveEx[1] end: 8.881397, 14.332400, 10.251900, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:43:53:21] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:53:21] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:43:53:22] P9078_TrajLinearMoveEx[1] end: 8.881397, 14.332400, 10.311900, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:43:53:23] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:54:749] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:54:765] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:54:781] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:54:797] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:54:893] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:54:908] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:54:924] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:43:54:924] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:54:940] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:43:54:956] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:43:54:956] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:43:54:957] P9078_TrajLinearMoveEx[1] end: 8.881397, 14.332400, 10.311900, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:43:54:958] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:54:958] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:43:54:959] P9078_TrajLinearMoveEx[1] end: 8.881397, 14.332400, 10.251900, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:43:54:960] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:56:230] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:56:246] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:56:261] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:56:277] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:56:336] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:43:56:337] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:43:56:515] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:56:531] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:56:547] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:43:56:548] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:56:563] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:43:56:579] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:43:56:579] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:43:56:580] P9078_TrajLinearMoveEx[1] end: 8.851400, 14.332400, 10.281393, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:43:56:581] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:56:581] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:43:56:582] P9078_TrajLinearMoveEx[1] end: 8.911400, 14.332400, 10.281393, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:43:56:583] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:58:299] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:58:315] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:58:332] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:58:347] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:58:443] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:58:459] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:58:475] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:43:58:486] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:58:494] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:43:58:514] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:43:58:515] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:43:58:516] P9078_TrajLinearMoveEx[1] end: 8.911400, 14.332400, 10.281393, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:43:58:517] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:58:517] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:43:58:518] P9078_TrajLinearMoveEx[1] end: 8.851400, 14.332400, 10.281393, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:43:58:519] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:43:59:796] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:59:812] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:59:827] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:43:59:843] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:43:59:903] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:43:59:904] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:0:82] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:0:98] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:0:113] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:0:113] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:0:130] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:0:145] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:0:145] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:0:146] P9078_TrajLinearMoveEx[1] end: 8.881785, 14.332400, 10.251400, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:0:147] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:0:147] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:0:148] P9078_TrajLinearMoveEx[1] end: 8.881785, 14.332400, 10.311400, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:0:149] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:1:881] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:1:897] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:1:913] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:1:929] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:2:26] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:2:41] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:2:57] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:2:57] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:2:73] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:2:90] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:2:90] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:2:91] P9078_TrajLinearMoveEx[1] end: 8.881785, 14.332400, 10.311400, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:2:92] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:2:92] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:2:93] P9078_TrajLinearMoveEx[1] end: 8.881785, 14.332400, 10.251400, 0.000000, 0.000000, 0.000000, vel: 0.050000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:2:94] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:3:378] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:3:395] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:3:410] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:3:426] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:3:586] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:44:3:588] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:3:758] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:3:774] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:3:791] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:3:791] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:3:807] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:3:822] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:3:823] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:3:823] P9078_TrajLinearMoveEx[1] end: 8.881800, 14.292400, 10.281443, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:3:825] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:3:825] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:3:826] P9078_TrajLinearMoveEx[1] end: 8.881800, 14.372400, 10.281443, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:3:827] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:8:814] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:8:830] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:8:846] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:8:862] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:8:957] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:8:973] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:8:990] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:8:990] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:9:5] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:9:20] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:9:20] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:9:21] P9078_TrajLinearMoveEx[1] end: 8.881800, 14.372400, 10.281443, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:9:22] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:9:22] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:9:23] P9078_TrajLinearMoveEx[1] end: 8.881800, 14.292400, 10.281443, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:9:24] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:12:301] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:12:317] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:12:333] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:12:349] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:12:392] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:44:12:393] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:12:394] P9078_AxisAbsJog[1-4], pos: 14.332400, vel: 3.000000, rc: 0
[2025-11-26 23:44:12:760] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:12:776] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:12:792] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:12:793] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:12:808] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:12:824] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:12:824] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:12:825] P9078_TrajLinearMoveEx[1] end: 8.871800, 14.334949, 10.281400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:12:826] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:12:826] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:12:827] P9078_TrajLinearMoveEx[1] end: 8.891800, 14.334949, 10.281400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:12:828] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:14:100] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:14:115] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:14:131] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:14:147] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:14:243] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:14:259] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:14:275] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:14:276] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:14:291] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:14:306] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:14:306] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:14:307] P9078_TrajLinearMoveEx[1] end: 8.891800, 14.334949, 10.281400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:14:308] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:14:308] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:14:309] P9078_TrajLinearMoveEx[1] end: 8.871800, 14.334949, 10.281400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:14:310] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:15:184] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:15:200] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:15:217] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:15:232] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:15:377] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:44:15:379] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:15:381] P9078_AxisAbsJog[1-4], pos: 14.332400, vel: 3.000000, rc: 0
[2025-11-26 23:44:15:533] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:15:549] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:15:566] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:15:566] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:15:581] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:15:597] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:15:597] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:15:598] P9078_TrajLinearMoveEx[1] end: 8.881158, 14.334900, 10.271400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:15:599] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:15:599] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:15:600] P9078_TrajLinearMoveEx[1] end: 8.881158, 14.334900, 10.291400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:15:601] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:16:901] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:16:917] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:16:933] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:16:949] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:17:45] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:17:61] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:17:77] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:17:78] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:17:93] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:17:109] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:17:109] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:17:110] P9078_TrajLinearMoveEx[1] end: 8.881158, 14.334900, 10.291400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:17:111] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:17:111] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:17:112] P9078_TrajLinearMoveEx[1] end: 8.881158, 14.334900, 10.271400, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:17:113] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:17:986] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:18:2] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:18:18] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:18:34] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:18:784] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:44:18:785] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:18:786] P9078_AxisAbsJog[1-4], pos: 14.332400, vel: 3.000000, rc: 0
[2025-11-26 23:44:18:958] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:18:974] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:18:990] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:18:990] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:19:6] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:19:23] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:19:23] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:19:24] P9078_TrajLinearMoveEx[1] end: 8.871200, 14.334900, 10.281523, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:19:25] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:19:25] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:19:26] P9078_TrajLinearMoveEx[1] end: 8.891200, 14.334900, 10.281523, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:19:27] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:20:295] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:20:312] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:20:328] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:20:343] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:20:439] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:20:455] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:20:471] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:20:471] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:20:486] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:20:502] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:20:502] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:20:503] P9078_TrajLinearMoveEx[1] end: 8.891200, 14.334900, 10.281523, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:20:504] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:20:504] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:20:505] P9078_TrajLinearMoveEx[1] end: 8.871200, 14.334900, 10.281523, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:20:506] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:21:379] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:21:394] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:21:410] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:21:426] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:21:568] P9078_AxisAbsJog[1-5], pos: 10.271900, vel: 3.000000, rc: 0
[2025-11-26 23:44:21:569] P9078_AxisAbsJog[1-3], pos: 8.870500, vel: 3.000000, rc: 0
[2025-11-26 23:44:21:570] P9078_AxisAbsJog[1-4], pos: 14.332400, vel: 3.000000, rc: 0
[2025-11-26 23:44:21:724] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:21:740] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:21:756] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:21:756] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:21:772] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:21:788] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:21:788] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:21:789] P9078_TrajLinearMoveEx[1] end: 8.880992, 14.334900, 10.271500, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:21:790] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:21:790] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:44:21:791] P9078_TrajLinearMoveEx[1] end: 8.880992, 14.334900, 10.291500, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:44:21:792] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:23:94] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:23:109] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:23:124] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:23:140] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:23:237] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:44:23:252] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:23:268] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:44:23:269] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:44:23:284] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:44:23:300] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:44:23:300] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:44:23:301] P9078_TrajLinearMoveEx[1] end: 8.880992, 14.334900, 10.291500, 0.000000, 0.000000, 0.000000, vel: 0.025000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:44:23:302] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:44:23:302] P9078_TrajSetMotionId[1] id: 2, rc: 0
