[2025-7-17 15:54:31:406] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-7-17 15:54:31:407] P9078_AxisSetParameter[0-0] PN: 1205, PV: 0, rc: 0
[2025-7-17 15:54:31:408] P9078_AxisSetParameter[0-0] PN: 1200, PV: 0, rc: 0
[2025-7-17 15:54:31:408] P9078_TrajCombineAxes[0] 0x0, rc: 0
[2025-7-17 15:54:31:418] P9078_AxisSetParameter[1-0] PN: 1202, PV: 1, rc: 0
[2025-7-17 15:54:31:419] P9078_AxisSetParameter[1-0] PN: 1205, PV: 0, rc: 0
[2025-7-17 15:54:31:420] P9078_AxisSetParameter[1-0] PN: 1200, PV: 0, rc: 0
[2025-7-17 15:54:31:420] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-7-17 15:54:31:434] P9078_AxisSetParameter[0-0] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:435] P9078_AxisSetRealParameter[0-0] PN: 1206, PV: 1000.000000, rc: 0
[2025-7-17 15:54:31:438] P9078_AxisSetRealParameter[0-0] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:439] P9078_AxisSetRealParameter[0-0] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:440] P9078_AxisSetBacklash[0-0], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:441] P9078_AxisSetMaxVelocity[0-0], vel: 50.000000, rc: 0
[2025-7-17 15:54:31:442] P9078_AxisSetMaxAcceleration[0-0], acc: 120.000000, rc: 0
[2025-7-17 15:54:31:443] P9078_AxisSetParameter[0-0] PN: 1001, PV: 500000, rc: 0
[2025-7-17 15:54:31:444] P9078_AxisSetMinPositionLimit[0-0], limit: -8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:445] P9078_AxisSetMaxPositionLimit[0-0], limit: 8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:457] P9078_AxisSetParameter[0-1] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:458] P9078_AxisSetRealParameter[0-1] PN: 1206, PV: 1000.000000, rc: 0
[2025-7-17 15:54:31:459] P9078_AxisSetRealParameter[0-1] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:461] P9078_AxisSetRealParameter[0-1] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:461] P9078_AxisSetBacklash[0-1], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:462] P9078_AxisSetMaxVelocity[0-1], vel: 50.000000, rc: 0
[2025-7-17 15:54:31:463] P9078_AxisSetMaxAcceleration[0-1], acc: 120.000000, rc: 0
[2025-7-17 15:54:31:464] P9078_AxisSetParameter[0-1] PN: 1001, PV: 500000, rc: 0
[2025-7-17 15:54:31:465] P9078_AxisSetMinPositionLimit[0-1], limit: -8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:466] P9078_AxisSetMaxPositionLimit[0-1], limit: 8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:489] P9078_AxisSetParameter[0-2] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:490] P9078_AxisSetRealParameter[0-2] PN: 1206, PV: 2000.000000, rc: 0
[2025-7-17 15:54:31:492] P9078_AxisSetRealParameter[0-2] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:493] P9078_AxisSetRealParameter[0-2] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:494] P9078_AxisSetBacklash[0-2], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:495] P9078_AxisSetMaxVelocity[0-2], vel: 10.000000, rc: 0
[2025-7-17 15:54:31:495] P9078_AxisSetMaxAcceleration[0-2], acc: 100.000000, rc: 0
[2025-7-17 15:54:31:496] P9078_AxisSetParameter[0-2] PN: 1001, PV: 500000, rc: 0
[2025-7-17 15:54:31:497] P9078_AxisSetMinPositionLimit[0-2], limit: -8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:498] P9078_AxisSetMaxPositionLimit[0-2], limit: 8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:520] P9078_AxisSetParameter[0-3] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:521] P9078_AxisSetRealParameter[0-3] PN: 1206, PV: 1000.000000, rc: 0
[2025-7-17 15:54:31:522] P9078_AxisSetRealParameter[0-3] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:523] P9078_AxisSetRealParameter[0-3] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:524] P9078_AxisSetBacklash[0-3], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:525] P9078_AxisSetMaxVelocity[0-3], vel: 50.000000, rc: 0
[2025-7-17 15:54:31:526] P9078_AxisSetMaxAcceleration[0-3], acc: 120.000000, rc: 0
[2025-7-17 15:54:31:527] P9078_AxisSetParameter[0-3] PN: 1001, PV: 500000, rc: 0
[2025-7-17 15:54:31:528] P9078_AxisSetMinPositionLimit[0-3], limit: -8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:530] P9078_AxisSetMaxPositionLimit[0-3], limit: 8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:551] P9078_AxisSetParameter[0-4] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:552] P9078_AxisSetRealParameter[0-4] PN: 1206, PV: 1000.000000, rc: 0
[2025-7-17 15:54:31:553] P9078_AxisSetRealParameter[0-4] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:554] P9078_AxisSetRealParameter[0-4] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:555] P9078_AxisSetBacklash[0-4], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:556] P9078_AxisSetMaxVelocity[0-4], vel: 50.000000, rc: 0
[2025-7-17 15:54:31:557] P9078_AxisSetMaxAcceleration[0-4], acc: 100.000000, rc: 0
[2025-7-17 15:54:31:558] P9078_AxisSetParameter[0-4] PN: 1001, PV: 500000, rc: 0
[2025-7-17 15:54:31:559] P9078_AxisSetMinPositionLimit[0-4], limit: -8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:560] P9078_AxisSetMaxPositionLimit[0-4], limit: 8000000000000000.000000, rc: 0
[2025-7-17 15:54:31:582] P9078_AxisSetParameter[0-5] PN: 1204, PV: 1, rc: 0
[2025-7-17 15:54:31:583] P9078_AxisSetRealParameter[0-5] PN: 1206, PV: 2000.000000, rc: 0
[2025-7-17 15:54:31:584] P9078_AxisSetRealParameter[0-5] PN: 1002, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:585] P9078_AxisSetRealParameter[0-5] PN: 1003, PV: 0.000000, rc: 0
[2025-7-17 15:54:31:586] P9078_AxisSetBacklash[0-5], backlash: 0.000000, rc: 0
[2025-7-17 15:54:31:587] P9078_AxisSetMaxVelocity[0-5], vel: 10.000000, rc: 0
[2025-7-17 15:54:31:589] P9078_AxisSetMaxAcceleration[0-5], acc: 100.000000, rc: 0
